08:31:48 During your absence you trained for 12 hours.
08:31:48 Your Distance Fighting skill changed from level 133 and 5.42% to 5.72%.
08:31:48 Your Shielding skill changed from level 113 and 16.59% to 17.35%.
08:31:48 Your last visit in Tibia: 03. Jun 2026 22:37:41 CEST.
08:31:48 Today's boosted creature: Rotworm
08:31:48 Today's boosted boss: Mitmah Vanguard
08:31:48 Due to your long-term loyalty to Tibia, you currently benefit from a 30% bonus on all of your skills.
08:31:54 Poachers have slaughtered nearly all wild animals north of the Green Claw Swamp. But vengeful spirits show up there now!
08:31:54 A sandstorm travels through Darama, leading to isles full of deadly creatures inside a nightmare. Avoid the northernmost coast!
08:31:54 Nomads travel the eternal sands of Ankrahmun's desert. There must be a camp somewhere.
08:31:54 The river south of the outlaw camp is flooding. A small island there should now be reachable safely.
08:31:54 Bibby Bloodbath and her crew are roaming the lands, destroying everything in their path.
08:31:54 Adventurers have told of a Spirit Gate in the Daramian mountains. Fight the restless undead!
08:34:14 Bought 1201x great mana potion for 189758 gold.
08:34:22 Bought 1001x spectral bolt for 70070 gold.
08:53:50 You gained 30 mana.
08:53:50 You lose 1450 hitpoints due to an attack by Murcion. 
08:53:51 You were healed by Burkzin for 1863 hitpoints.
08:53:52 Murcion loses 2786 hitpoints due to your critical attack. (increased damage by Expose Weakness)
08:53:52 You were healed for 1373 hitpoints.
08:53:52 You gained 433 mana.
08:53:52 Murcion loses 1500 hitpoints due to your attack. (increased damage by Expose Weakness)
08:53:52 You were healed for 740 hitpoints.
08:53:52 You gained 234 mana.
08:53:52 You lose 1265 hitpoints due to an attack by Murcion. 
08:53:52 You lose 627 hitpoints due to an attack by Murcion. 
08:53:53 You were healed by Burkzin for 2215 hitpoints.
08:53:54 You lose 1409 hitpoints due to an attack by a Mushroom. 
08:53:54 You lose 1342 hitpoints due to an attack by a Mushroom. 
08:53:54 You were healed by Burkzin for 2566 hitpoints.
08:53:54 Murcion loses 1389 hitpoints due to your attack. (increased damage by Expose Weakness)
08:53:54 You were healed for 685 hitpoints.
08:53:54 You gained 216 mana.
08:53:55 You lose 521 hitpoints due to an attack by Murcion. 
08:53:55 Murcion loses 754 hitpoints due to your attack. (increased damage by Expose Weakness)
08:53:55 You were healed for 149 hitpoints.
08:53:55 You gained 48 mana.
08:53:55 You lose 1505 hitpoints due to an attack by Murcion. 
08:53:56 You were healed by Burkzin for 2611 hitpoints.
08:53:56 Momentum was triggered.
08:53:57 Murcion loses 1025 hitpoints due to your attack. (increased damage by Expose Weakness)
08:53:57 You gained 160 mana.
08:53:57 Murcion loses 2899 hitpoints due to your critical attack. (increased damage by Expose Weakness)
08:53:57 You gained 418 mana.
08:53:57 You lose 734 hitpoints due to an attack by Murcion. 
08:53:59 You were healed by Burkzin for 734 hitpoints.
08:53:59 Murcion loses 2577 hitpoints due to your critical attack. (perfect shot, increased damage by Expose Weakness)
08:53:59 You gained 398 mana.
08:53:59 Murcion loses 762 hitpoints due to your attack. (increased damage by Expose Weakness)
08:53:59 You gained 119 mana.
08:54:01 Murcion loses 842 hitpoints due to your attack. (increased damage by Expose Weakness)
08:54:01 You gained 131 mana.
08:54:01 Murcion loses 522 hitpoints due to your attack. (increased damage by Expose Weakness)
08:54:01 You gained 82 mana.
08:54:02 You lose 572 hitpoints due to an attack by Murcion. 
08:54:03 Murcion loses 843 hitpoints due to your attack. (increased damage by Expose Weakness)
08:54:03 You were healed for 416 hitpoints.
08:54:03 You gained 132 mana.
08:54:04 Murcion loses 2641 hitpoints due to your critical attack. (increased damage by Expose Weakness)
08:54:04 You were healed for 156 hitpoints.
08:54:04 You gained 411 mana.
08:54:04 You lose 2040 hitpoints due to an attack by Murcion. 
08:54:04 You were healed by Burkzin for 2034 hitpoints.
08:54:06 Murcion loses 2630 hitpoints due to your critical attack. (increased damage by Expose Weakness)
08:54:06 You gained 409 mana.
08:54:06 Momentum was triggered.
08:54:06 Murcion loses 719 hitpoints due to your attack. (increased damage by Expose Weakness)
08:54:06 You gained 32 mana.
08:54:07 You lose 1165 hitpoints due to an attack by Murcion. 
08:54:07 You were healed by Burkzin for 1165 hitpoints.
08:54:08 Murcion loses 830 hitpoints due to your attack. (increased damage by Expose Weakness)
08:54:08 You gained 129 mana.
08:54:08 Murcion loses 488 hitpoints due to your attack. (increased damage by Expose Weakness)
08:54:08 You gained 76 mana.
08:54:09 You lose 460 hitpoints due to an attack by an elder bloodjaw. 
08:54:10 You were healed by Burkzin for 460 hitpoints.
08:54:10 Murcion loses 2920 hitpoints due to your critical attack. (increased damage by Expose Weakness)
08:54:10 You gained 454 mana.
08:54:10 Murcion loses 1521 hitpoints due to your attack. (increased damage by Expose Weakness)
08:54:10 You gained 237 mana.
08:54:10 You lose 935 hitpoints due to an attack by Murcion. 
08:54:12 Murcion loses 735 hitpoints due to your attack. 
08:54:12 You were healed for 363 hitpoints.
08:54:12 You gained 115 mana.
08:54:13 Murcion loses 669 hitpoints due to your attack. 
08:54:13 You were healed for 330 hitpoints.
08:54:13 You gained 104 mana.
08:54:13 You lose 643 hitpoints due to an attack by Murcion. 
08:54:13 You lose 954 mana due to an attack by Murcion. 
08:54:13 You lose 1386 hitpoints due to an attack by Murcion. 
08:54:15 Murcion loses 731 hitpoints due to your attack. (perfect shot)
08:54:15 You were healed for 351 hitpoints.
08:54:15 You gained 111 mana.
08:54:15 Murcion loses 476 hitpoints due to your attack. 
08:54:15 You were healed for 235 hitpoints.
08:54:15 You gained 75 mana.
08:54:15 You were healed by Burkzin for 1679 hitpoints.
08:54:17 Murcion loses 731 hitpoints due to your attack. (perfect shot)
08:54:17 You gained 111 mana.
08:54:17 Murcion loses 1434 hitpoints due to your attack. 
08:54:17 You gained 223 mana.
08:54:17 You lose 669 hitpoints due to an attack by Murcion. 
08:54:17 You lose 621 mana due to an attack by Murcion. 
08:54:19 Murcion loses 905 hitpoints due to your attack. (increased damage by Expose Weakness)
08:54:19 You were healed for 447 hitpoints.
08:54:19 You gained 141 mana.
08:54:19 Murcion loses 696 hitpoints due to your attack. (increased damage by Expose Weakness)
08:54:19 You were healed for 138 hitpoints.
08:54:19 You gained 44 mana.
08:54:19 You lose 555 hitpoints due to an attack by Murcion. 
08:54:19 You lose 684 mana due to an attack by Murcion. 
08:54:19 You were healed by Burkzin for 639 hitpoints.
08:54:19 You lose 713 hitpoints due to an attack by Murcion. 
08:54:20 You lose 1263 hitpoints due to an attack by a Mushroom. 
08:54:20 Momentum was triggered.
08:54:21 You lose 1235 hitpoints due to an attack by a Mushroom. 
08:54:21 You were healed by Burkzin for 2179 hitpoints.
08:54:21 Murcion loses 871 hitpoints due to your attack. (increased damage by Expose Weakness)
08:54:21 You were healed for 430 hitpoints.
08:54:21 You gained 136 mana.
08:54:21 Murcion loses 1484 hitpoints due to your attack. (increased damage by Expose Weakness)
08:54:21 You were healed for 596 hitpoints.
08:54:21 You gained 231 mana.
08:54:22 You lose 1454 hitpoints due to an attack by Murcion. 
08:54:23 Murcion loses 1359 hitpoints due to your critical attack. (increased damage by Expose Weakness)
08:54:23 You were healed for 670 hitpoints.
08:54:23 You gained 212 mana.
08:54:24 You were healed by Burkzin for 778 hitpoints.
08:54:24 You lose 423 hitpoints due to an attack by Murcion. 
08:54:25 You were healed by Burkzin for 423 hitpoints.
08:54:25 You lose 970 hitpoints due to an attack by Murcion. 
08:54:26 Murcion loses 2750 hitpoints due to your critical attack. (increased damage by Expose Weakness)
08:54:26 You were healed for 970 hitpoints.
08:54:26 You gained 428 mana.
08:54:26 Murcion loses 949 hitpoints due to your critical attack. (increased damage by Expose Weakness)
08:54:26 You gained 148 mana.
08:54:28 Murcion loses 1431 hitpoints due to your attack. (increased damage by Expose Weakness)
08:54:28 You gained 223 mana.
08:54:30 You lose 520 hitpoints due to an attack by Murcion. 
08:54:30 You lose 138 mana due to an attack by Murcion. 
08:54:30 You lose 913 hitpoints due to an attack by Murcion. 
08:54:30 Murcion loses 1221 hitpoints due to your attack. (increased damage by Expose Weakness)
08:54:30 You were healed for 602 hitpoints.
08:54:30 You gained 190 mana.
08:54:30 Murcion loses 710 hitpoints due to your attack. (increased damage by Expose Weakness)
08:54:30 You were healed for 115 hitpoints.
08:54:30 You gained 37 mana.
08:54:31 You were healed by Burkzin for 716 hitpoints.
08:54:32 You lose 538 mana due to an attack by Murcion. 
08:54:32 Murcion loses 1238 hitpoints due to your attack. (increased damage by Expose Weakness)
08:54:32 You gained 193 mana.
08:54:32 Murcion loses 542 hitpoints due to your attack. (increased damage by Expose Weakness)
08:54:32 You gained 85 mana.
08:54:34 Momentum was triggered.
08:54:34 Murcion loses 1313 hitpoints due to your attack. (increased damage by Expose Weakness)
08:54:34 You gained 204 mana.
08:54:35 Murcion loses 1516 hitpoints due to your attack. (increased damage by Expose Weakness)
08:54:35 You gained 236 mana.
08:54:35 You lose 191 hitpoints due to an attack by Murcion. 
08:54:36 Using one of 133 bullseye potions...
08:54:36 You lose 1177 hitpoints due to an attack by Murcion. 
08:54:37 Murcion loses 740 hitpoints due to your attack. (increased damage by Expose Weakness)
08:54:37 You were healed for 365 hitpoints.
08:54:37 You gained 116 mana.
08:54:37 Murcion loses 758 hitpoints due to your attack. (increased damage by Expose Weakness)
08:54:37 You were healed for 374 hitpoints.
08:54:37 You gained 118 mana.
08:54:37 You were healed by Burkzin for 623 hitpoints.
08:54:38 You lose 3221 hitpoints due to an attack by Murcion. 
08:54:39 Murcion loses 2268 hitpoints due to your critical attack. (increased damage by Expose Weakness)
08:54:39 You were healed for 1118 hitpoints.
08:54:39 You gained 353 mana.
08:54:39 Murcion loses 488 hitpoints due to your attack. (increased damage by Expose Weakness)
08:54:39 You were healed for 241 hitpoints.
08:54:39 You gained 76 mana.
08:54:41 You were healed by Luszckyn for 1692 hitpoints.
08:54:41 Murcion loses 1270 hitpoints due to your attack. (perfect shot, increased damage by Expose Weakness)
08:54:41 You were healed for 164 hitpoints.
08:54:41 You gained 195 mana.
08:54:41 You lose 654 hitpoints due to an attack by Murcion. 
08:54:41 You lose 575 mana due to an attack by Murcion. 
08:54:41 Murcion loses 1478 hitpoints due to your attack. (increased damage by Expose Weakness)
08:54:41 You were healed for 654 hitpoints.
08:54:41 You gained 230 mana.
08:54:42 You lose 1464 hitpoints due to an attack by Murcion. 
08:54:43 You were healed by Burkzin for 1464 hitpoints.
08:54:43 Murcion loses 1271 hitpoints due to your attack. (increased damage by Expose Weakness)
08:54:43 You gained 198 mana.
08:54:43 Murcion loses 699 hitpoints due to your attack. (increased damage by Expose Weakness)
08:54:43 You gained 109 mana.
08:54:45 You lose 597 hitpoints due to an attack by Murcion. 
08:54:45 You were healed by Burkzin for 597 hitpoints.
08:54:45 Murcion loses 751 hitpoints due to your attack. (increased damage by Expose Weakness)
08:54:45 You gained 117 mana.
08:54:45 Murcion loses 913 hitpoints due to your critical attack. (increased damage by Expose Weakness)
08:54:45 You gained 142 mana.
08:54:47 You lose 384 hitpoints due to an attack by Murcion. 
08:54:47 You lose 524 mana due to an attack by Murcion. 
08:54:47 Murcion loses 705 hitpoints due to your attack. (increased damage by Expose Weakness)
08:54:47 You were healed for 348 hitpoints.
08:54:47 You gained 110 mana.
08:54:48 Murcion loses 1460 hitpoints due to your attack. (increased damage by Expose Weakness)
08:54:48 You were healed for 36 hitpoints.
08:54:48 You gained 227 mana.
08:54:49 You lose 1017 hitpoints due to an attack by Murcion. 
08:54:49 You were healed by Burkzin for 1017 hitpoints.
08:54:50 Murcion loses 2602 hitpoints due to your critical attack. (increased damage by Expose Weakness)
08:54:50 You gained 405 mana.
08:54:50 Murcion loses 779 hitpoints due to your attack. (increased damage by Expose Weakness)
08:54:50 You gained 122 mana.
08:54:51 You lose 494 mana due to an attack by Murcion. 
08:54:52 You lose 1414 hitpoints due to an attack by a Mushroom. 
08:54:52 You lose 1199 hitpoints due to an attack by a Mushroom. 
08:54:52 Murcion loses 1393 hitpoints due to your attack. (increased damage by Expose Weakness)
08:54:52 You were healed for 687 hitpoints.
08:54:52 You gained 217 mana.
08:54:52 You were healed by Burkzin for 1920 hitpoints.
08:54:52 Murcion loses 497 hitpoints due to your attack. (increased damage by Expose Weakness)
08:54:52 You gained 78 mana.
08:54:52 You lose 818 hitpoints due to an attack by Murcion. 
08:54:53 You lose 1248 hitpoints due to an attack by a Mushroom. 
08:54:53 You lose 1407 hitpoints due to an attack by a Mushroom. 
08:54:54 Murcion loses 1022 hitpoints due to your attack. (increased damage by Expose Weakness)
08:54:54 You were healed for 504 hitpoints.
08:54:54 You gained 159 mana.
08:54:54 You lose 949 hitpoints due to an attack by Murcion. 
08:54:54 You lose 663 hitpoints due to an attack by Murcion. 
08:54:54 Murcion loses 1477 hitpoints due to your attack. (increased damage by Expose Weakness)
08:54:54 You were healed for 728 hitpoints.
08:54:54 You gained 230 mana.
08:54:57 Murcion loses 1751 hitpoints due to your attack. (perfect shot, increased damage by Expose Weakness)
08:54:57 You were healed for 854 hitpoints.
08:54:57 You gained 269 mana.
08:54:57 Murcion loses 778 hitpoints due to your attack. (increased damage by Expose Weakness)
08:54:57 You were healed for 384 hitpoints.
08:54:57 You gained 121 mana.
08:54:57 You lose 493 hitpoints due to an attack by Murcion. 
08:54:58 You lose 1355 hitpoints due to an attack by Murcion. 
08:54:58 Using one of 132 bullseye potions...
08:54:59 Murcion loses 2306 hitpoints due to your critical attack. (increased damage by Expose Weakness)
08:54:59 You were healed for 1137 hitpoints.
08:54:59 You gained 359 mana.
08:54:59 You were healed by Burkzin for 2444 hitpoints.
08:54:59 Murcion loses 553 hitpoints due to your attack. (increased damage by Expose Weakness)
08:54:59 You were healed for 273 hitpoints.
08:54:59 You gained 86 mana.
08:55:00 You lose 615 mana due to an attack by Murcion. 
08:55:00 You were healed by Burkzin for 597 hitpoints.
08:55:00 You lose 838 hitpoints due to an attack by Murcion. 
08:55:01 You lose 1205 hitpoints due to an attack by a Mushroom. 
08:55:01 Murcion loses 806 hitpoints due to your attack. (increased damage by Expose Weakness)
08:55:01 You were healed for 369 hitpoints.
08:55:01 You gained 117 mana.
08:55:01 You were healed by Burkzin for 1674 hitpoints.
08:55:01 Murcion loses 1287 hitpoints due to your attack. (increased damage by Expose Weakness)
08:55:01 You gained 186 mana.
08:55:03 Murcion loses 447 hitpoints due to your attack. (perfect shot)
08:55:03 You gained 67 mana.
08:55:04 You lose 1426 hitpoints due to an attack by Murcion. 
08:55:04 Murcion loses 529 hitpoints due to your attack. 
08:55:04 You were healed for 261 hitpoints.
08:55:04 You gained 83 mana.
08:55:05 You were healed by Burkzin for 1159 hitpoints.
08:55:06 Murcion loses 1506 hitpoints due to your attack. 
08:55:06 You gained 235 mana.
08:55:06 Murcion loses 656 hitpoints due to your attack. 
08:55:06 You gained 102 mana.
08:55:06 You lose 872 hitpoints due to an attack by Murcion. 
08:55:08 Murcion loses 1246 hitpoints due to your attack. 
08:55:08 You were healed for 615 hitpoints.
08:55:08 You gained 194 mana.
08:55:08 Murcion loses 1391 hitpoints due to your attack. 
08:55:08 You were healed for 251 hitpoints.
08:55:08 You gained 217 mana.
08:55:09 You lose 754 hitpoints due to an attack by Murcion. 
08:55:09 You lose 256 mana due to an attack by Murcion. 
08:55:10 Murcion loses 1382 hitpoints due to your attack. (increased damage by Expose Weakness)
08:55:10 You were healed for 682 hitpoints.
08:55:10 You gained 215 mana.
08:55:10 Murcion loses 764 hitpoints due to your attack. (increased damage by Expose Weakness)
08:55:10 You were healed for 72 hitpoints.
08:55:10 You gained 48 mana.
08:55:12 Murcion loses 806 hitpoints due to your attack. (perfect shot, increased damage by Expose Weakness)
08:55:12 You gained 123 mana.
08:55:13 Murcion loses 843 hitpoints due to your critical attack. (increased damage by Expose Weakness)
08:55:13 You gained 132 mana.
08:55:14 You lose 711 hitpoints due to an attack by Murcion. 
08:55:14 You lose 2761 hitpoints due to an attack by Murcion. 
08:55:15 You lose 1304 hitpoints due to an attack by a Mushroom. 
08:55:15 Murcion loses 1175 hitpoints due to your attack. (perfect shot, increased damage by Expose Weakness)
08:55:15 You were healed for 570 hitpoints.
08:55:15 You gained 180 mana.
08:55:15 Murcion loses 1478 hitpoints due to your attack. (increased damage by Expose Weakness)
08:55:15 You were healed for 729 hitpoints.
08:55:15 You gained 230 mana.
08:55:15 You were healed by Burkzin for 2860 hitpoints.
08:55:17 Murcion loses 889 hitpoints due to your attack. (increased damage by Expose Weakness)
08:55:17 You were healed for 439 hitpoints.
08:55:17 You gained 139 mana.
08:55:17 You lose 746 hitpoints due to an attack by Murcion. 
08:55:17 You lose 798 mana due to an attack by Murcion. 
08:55:17 You lose 1201 hitpoints due to an attack by Murcion. 
08:55:17 Murcion loses 544 hitpoints due to your attack. (increased damage by Expose Weakness)
08:55:17 You were healed for 269 hitpoints.
08:55:17 You gained 85 mana.
08:55:19 Murcion loses 1320 hitpoints due to your attack. (perfect shot, increased damage by Expose Weakness)
08:55:19 You were healed for 641 hitpoints.
08:55:19 You gained 203 mana.
08:55:19 Murcion loses 767 hitpoints due to your attack. (increased damage by Expose Weakness)
08:55:19 You were healed for 379 hitpoints.
08:55:19 You gained 120 mana.
08:55:21 Murcion loses 1043 hitpoints due to your attack. (increased damage by Expose Weakness)
08:55:21 You were healed for 515 hitpoints.
08:55:21 You gained 163 mana.
08:55:22 Murcion loses 1538 hitpoints due to your attack. (increased damage by Expose Weakness)
08:55:22 You were healed for 309 hitpoints.
08:55:22 You gained 240 mana.
08:55:24 Murcion loses 1233 hitpoints due to your attack. (perfect shot, increased damage by Expose Weakness)
08:55:24 You gained 189 mana.
08:55:24 Murcion loses 673 hitpoints due to your attack. (increased damage by Expose Weakness)
08:55:24 You gained 105 mana.
08:55:24 You lose 159 hitpoints due to an attack by Murcion. 
08:55:24 You lose 553 mana due to an attack by Murcion. 
08:55:24 You were healed by Burkzin for 159 hitpoints.
08:55:25 You lose 742 hitpoints due to an attack by Murcion. 
08:55:25 You lose 2344 hitpoints due to your own attack. 
08:55:26 Murcion loses 1124 hitpoints due to your attack. (perfect shot, increased damage by Expose Weakness)
08:55:26 You were healed for 545 hitpoints.
08:55:26 You gained 172 mana.
08:55:26 Murcion loses 553 hitpoints due to your attack. (increased damage by Expose Weakness)
08:55:26 You were healed for 273 hitpoints.
08:55:26 You gained 86 mana.
08:55:26 You were healed by Burkzin for 2179 hitpoints.
08:55:27 You lose 654 mana due to an attack by Murcion. 
08:55:28 Murcion loses 750 hitpoints due to your attack. (increased damage by Expose Weakness)
08:55:28 You were healed for 83 hitpoints.
08:55:28 You gained 117 mana.
08:55:28 Murcion loses 1429 hitpoints due to your attack. (increased damage by Expose Weakness)
08:55:28 You gained 223 mana.
08:55:30 You lose 1281 hitpoints due to an attack by a Mushroom. 
08:55:30 You lose 434 hitpoints due to an attack by Murcion. 
08:55:30 You were healed by Burkzin for 1715 hitpoints.
08:55:31 You lose 1302 hitpoints due to an attack by a Mushroom. 
08:55:31 You were healed by Burkzin for 1302 hitpoints.
08:55:32 Murcion loses 1060 hitpoints due to your attack. (perfect shot, increased damage by Expose Weakness)
08:55:32 You gained 162 mana.
08:55:32 Murcion loses 533 hitpoints due to your attack. (increased damage by Expose Weakness)
08:55:32 You gained 83 mana.
08:55:32 You lose 641 hitpoints due to an attack by Murcion. 
08:55:32 You lose 443 mana due to an attack by Murcion. 
08:55:34 You were healed by Burkzin for 641 hitpoints.
08:55:34 Murcion loses 920 hitpoints due to your attack. (perfect shot, increased damage by Expose Weakness)
08:55:34 You gained 140 mana.
08:55:34 Murcion loses 2623 hitpoints due to your critical attack. (increased damage by Expose Weakness)
08:55:34 You gained 408 mana.
08:55:35 You lose 172 hitpoints due to an attack by Murcion. 
08:55:36 You were healed by Burkzin for 172 hitpoints.
08:55:36 Momentum was triggered.
08:55:36 Using one of 131 bullseye potions...
08:55:37 Murcion loses 2225 hitpoints due to your critical attack. (increased damage by Expose Weakness)
08:55:37 You gained 346 mana.
08:55:37 You lose 959 hitpoints due to an attack by Murcion. 
08:55:37 Murcion loses 702 hitpoints due to your attack. (increased damage by Expose Weakness)
08:55:37 You were healed for 347 hitpoints.
08:55:37 You gained 110 mana.
08:55:37 You were healed by Burkzin for 612 hitpoints.
08:55:39 You lose 444 hitpoints due to an attack by Murcion. 
08:55:39 You lose 2709 hitpoints due to an attack by Murcion. 
08:55:39 Murcion loses 1216 hitpoints due to your attack. (perfect shot, increased damage by Expose Weakness)
08:55:39 You were healed for 590 hitpoints.
08:55:39 You gained 186 mana.
08:55:39 Murcion loses 2592 hitpoints due to your critical attack. (increased damage by Expose Weakness)
08:55:39 You were healed for 1278 hitpoints.
08:55:39 You gained 403 mana.
08:55:41 You lose 470 hitpoints due to an attack by Murcion. 
08:55:41 You lose 839 mana due to an attack by Murcion. 
08:55:41 Murcion loses 1039 hitpoints due to your attack. 
08:55:41 You were healed for 513 hitpoints.
08:55:41 You gained 162 mana.
08:55:41 Murcion loses 494 hitpoints due to your attack. (increased damage by Expose Weakness)
08:55:41 You were healed for 244 hitpoints.
08:55:41 You gained 77 mana.
08:55:41 You were healed by Burkzin for 992 hitpoints.
08:55:41 You lose 613 hitpoints due to an attack by Murcion. 
08:55:43 Murcion loses 1057 hitpoints due to your attack. (perfect shot, increased damage by Expose Weakness)
08:55:43 You were healed for 512 hitpoints.
08:55:43 You gained 162 mana.
08:55:43 You were healed by Burkzin for 101 hitpoints.
08:55:44 You lose 726 hitpoints due to an attack by Murcion. 
08:55:44 You lose 403 hitpoints due to an attack by Murcion. 
08:55:44 Murcion loses 507 hitpoints due to your attack. (increased damage by Expose Weakness)
08:55:44 You were healed for 251 hitpoints.
08:55:44 You gained 79 mana.
08:55:45 You were healed by Burkzin for 872 hitpoints.
08:55:46 Murcion loses 1491 hitpoints due to your attack. (increased damage by Expose Weakness)
08:55:46 You gained 232 mana.
08:55:46 You lose 783 hitpoints due to an attack by Murcion. 
08:55:47 You were healed by Burkzin for 783 hitpoints.
08:55:48 Murcion loses 1014 hitpoints due to your attack. (perfect shot, increased damage by Expose Weakness)
08:55:48 You gained 155 mana.
08:55:48 Murcion loses 679 hitpoints due to your attack. (increased damage by Expose Weakness)
08:55:48 You gained 106 mana.
08:55:48 You lose 380 hitpoints due to an attack by Murcion. 
08:55:49 You lose 941 hitpoints due to an attack by Murcion. 
08:55:50 You were healed by Burkzin for 1321 hitpoints.
08:55:50 Murcion loses 900 hitpoints due to your attack. (increased damage by Expose Weakness)
08:55:50 You gained 140 mana.
08:55:50 Murcion loses 482 hitpoints due to your attack. (increased damage by Expose Weakness)
08:55:50 You gained 75 mana.
08:55:51 You lose 741 hitpoints due to an attack by Murcion. 
08:55:51 You were healed by Burkzin for 741 hitpoints.
08:55:52 Murcion loses 1232 hitpoints due to your attack. (increased damage by Expose Weakness)
08:55:52 You gained 192 mana.
08:55:53 You lose 1179 hitpoints due to an attack by Murcion. 
08:55:53 You were healed by Burkzin for 1179 hitpoints.
08:55:55 Murcion loses 1527 hitpoints due to your attack. (increased damage by Expose Weakness)
08:55:55 You gained 238 mana.
08:55:55 You lose 786 hitpoints due to an attack by Murcion. 
08:55:55 Murcion loses 1614 hitpoints due to your attack. (increased damage by Expose Weakness)
08:55:55 You were healed for 737 hitpoints.
08:55:55 You gained 233 mana.
08:55:57 You were healed by Burkzin for 43 hitpoints.
08:55:57 You lose 494 hitpoints due to an attack by Murcion. 
08:55:57 You lose 655 mana due to an attack by Murcion. 
08:55:57 You lose 1304 hitpoints due to an attack by Murcion. 
08:55:57 Murcion loses 735 hitpoints due to your attack. 
08:55:57 You were healed for 363 hitpoints.
08:55:57 You gained 115 mana.
08:55:57 Murcion loses 715 hitpoints due to your attack. 
08:55:57 You were healed for 353 hitpoints.
08:55:57 You gained 112 mana.
08:55:59 You lose 322 hitpoints due to an attack by Murcion. 
08:55:59 You were healed by Burkzin for 1404 hitpoints.
08:55:59 Murcion loses 491 hitpoints due to your attack. (perfect shot)
08:55:59 You gained 74 mana.
08:55:59 Murcion loses 521 hitpoints due to your attack. 
08:55:59 You gained 81 mana.
08:56:01 You lose 996 hitpoints due to an attack by Murcion. 
08:56:01 Murcion loses 467 hitpoints due to your attack. (increased damage by Expose Weakness)
08:56:01 You were healed for 231 hitpoints.
08:56:01 You gained 73 mana.
08:56:02 You were healed by Burkzin for 765 hitpoints.
08:56:02 Using one of 130 bullseye potions...
08:56:02 Murcion loses 1202 hitpoints due to your attack. (increased damage by Expose Weakness)
08:56:02 You gained 187 mana.
08:56:03 You lose 1348 hitpoints due to an attack by a Mushroom. 
08:56:03 You lose 1190 hitpoints due to an attack by a Mushroom. 
08:56:03 You lose 1275 hitpoints due to an attack by a Mushroom. 
08:56:03 You were healed by Burkzin for 1720 hitpoints.
08:56:03 You lose 705 hitpoints due to an attack by Murcion. 
08:56:03 You lose 403 mana due to an attack by Murcion. 
08:56:04 Murcion loses 1108 hitpoints due to your attack. (increased damage by Expose Weakness)
08:56:04 You were healed for 547 hitpoints.
08:56:04 You gained 173 mana.
08:56:04 Murcion loses 713 hitpoints due to your attack. (increased damage by Expose Weakness)
08:56:04 You were healed for 352 hitpoints.
08:56:04 You gained 111 mana.
08:56:06 You lose 481 hitpoints due to an attack by Murcion. 
08:56:06 Murcion loses 1012 hitpoints due to your attack. (increased damage by Expose Weakness)
08:56:06 You were healed for 499 hitpoints.
08:56:06 You gained 158 mana.
08:56:07 Murcion loses 504 hitpoints due to your attack. (increased damage by Expose Weakness)
08:56:07 You were healed for 249 hitpoints.
08:56:07 You gained 79 mana.
08:56:08 You lose 670 hitpoints due to an attack by Murcion. 
08:56:09 Murcion loses 1230 hitpoints due to your attack. (increased damage by Expose Weakness)
08:56:09 You were healed for 607 hitpoints.
08:56:09 You gained 192 mana.
08:56:09 Murcion loses 1470 hitpoints due to your attack. (increased damage by Expose Weakness)
08:56:09 You were healed for 725 hitpoints.
08:56:09 You gained 229 mana.
08:56:10 You lose 503 hitpoints due to an attack by Murcion. 
08:56:11 You were healed by Burkzin for 1461 hitpoints.
08:56:11 Murcion loses 682 hitpoints due to your attack. (perfect shot, increased damage by Expose Weakness)
08:56:11 You gained 103 mana.
08:56:11 Murcion loses 690 hitpoints due to your attack. (increased damage by Expose Weakness)
08:56:11 You gained 44 mana.
08:56:13 You lose 494 hitpoints due to an attack by Murcion. 
08:56:13 Murcion loses 1293 hitpoints due to your attack. (perfect shot, increased damage by Expose Weakness)
08:56:13 You were healed for 494 hitpoints.
08:56:13 You gained 198 mana.
08:56:13 Murcion loses 935 hitpoints due to your critical attack. (increased damage by Expose Weakness)
08:56:13 You gained 146 mana.
08:56:14 Momentum was triggered.
08:56:15 Murcion loses 946 hitpoints due to your attack. (increased damage by Expose Weakness)
08:56:15 You gained 148 mana.
08:56:16 Murcion loses 1543 hitpoints due to your attack. (increased damage by Expose Weakness)
08:56:16 You gained 240 mana.
08:56:16 You lose 254 mana due to an attack by Murcion. 
08:56:16 You lose 925 hitpoints due to an attack by Murcion. 
08:56:18 Murcion loses 2812 hitpoints due to your critical attack. (perfect shot)
08:56:18 You were healed for 919 hitpoints.
08:56:18 You gained 434 mana.
08:56:18 You lose 373 hitpoints due to an attack by Murcion. 
08:56:18 Murcion loses 719 hitpoints due to your attack. 
08:56:18 You were healed for 116 hitpoints.
08:56:18 You gained 37 mana.
08:56:20 Murcion loses 832 hitpoints due to your attack. (perfect shot)
08:56:20 You were healed for 251 hitpoints.
08:56:20 You gained 127 mana.
08:56:20 You lose 303 hitpoints due to an attack by Murcion. 
08:56:20 You lose 935 mana due to an attack by Murcion. 
08:56:20 Murcion loses 531 hitpoints due to your attack. 
08:56:20 You were healed for 262 hitpoints.
08:56:20 You gained 83 mana.
08:56:21 You lose 1262 hitpoints due to an attack by Murcion. 
